Casilla;X;Y;Access Point;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99
117;330;90;AP2;-62;-61;-61;-61;-59;-61;-60;-60;-60;-60;-60;-60;-60;-60;-60;-60;-60;-60;-60;-61;-61;-61;-61;-61;-62;-60;-60;-60;-61;-60;-61;-61;-61;-61;-61;-60;-60;-60;-60;-60;-60;-60;-60;-60;-61;-61;-62;-62;-60;-60;-62;-62;-62;-60;-63;-63;-63;-64;-63;-62;-62;-63;-63;-63;-64;-64;-61;-61;-63;-63;-64;-64;-64;-67;-67;-63;-63;-63;-63;-63;-63;-63;-63;-62;-62;-62;-62;-62;-64;-64;-60;-60;-60;-60;-57;-63;-62;-62;-62;-62
118;350;90;AP0;-55;-55;-55;-55;-55;-56;-56;-56;-56;-54;-53;-54;-54;-54;-54;-53;-54;-54;-54;-54;-54;-53;-53;-53;-53;-53;-54;-54;-54;-54;-53;-53;-53;-53;-53;-53;-53;-54;-53;-53;-53;-53;-53;-54;-53;-53;-53;-53;-54;-53;-53;-53;-53;-53;-53;-53;-54;-54;-54;-54;-54;-54;-55;-55;-55;-56;-56;-55;-55;-53;-53;-52;-52;-52;-52;-53;-53;-53;-53;-54;-54;-55;-55;-55;-55;-57;-55;-55;-55;-53;-53;-54;-54;-53;-53;-54;-54;-53;-54;-54
118;350;90;AP1;-57;-55;-55;-58;-57;-57;-57;-57;-59;-54;-56;-55;-55;-54;-54;-56;-56;-56;-56;-56;-54;-56;-56;-55;-55;-55;-55;-55;-55;-55;-55;-55;-56;-53;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-54;-54;-54;-54;-55;-55;-56;-56;-54;-54;-55;-55;-56;-56;-56;-56;-56;-57;-57;-57;-57;-59;-59;-58;-58;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-57;-58;-57;-57;-58;-58;-57;-57;-57;-57;-56;-56;-56;-56;-56;-55;-55;-55;-56;-56;-56
118;350;90;AP2;-68;-68;-69;-69;-69;-69;-69;-69;-68;-68;-67;-66;-68;-68;-68;-68;-68;-66;-66;-66;-66;-67;-67;-66;-66;-67;-67;-66;-66;-66;-66;-67;-67;-66;-66;-65;-65;-67;-67;-65;-65;-67;-67;-67;-67;-67;-67;-67;-67;-67;-65;-65;-65;-64;-64;-66;-68;-67;-67;-67;-67;-67;-67;-67;-68;-68;-68;-69;-67;-67;-67;-67;-64;-64;-67;-67;-67;-67;-67;-67;-69;-69;-69;-71;-70;-70;-70;-70;-67;-67;-67;-67;-65;-65;-65;-65;-65;-66;-66;-67
119;370;90;AP0;-55;-55;-55;-55;-56;-56;-56;-56;-56;-56;-55;-55;-59;-59;-59;-59;-61;-59;-57;-57;-56;-56;-56;-56;-56;-58;-58;-70;-56;-56;-57;-57;-56;-57;-57;-57;-56;-56;-56;-56;-57;-57;-57;-57;-57;-57;-57;-57;-57;-57;-57;-57;-59;-59;-59;-58;-57;-58;-58;-57;-58;-57;-56;-56;-58;-58;-55;-57;-57;-57;-59;-59;-59;-60;-57;-57;-57;-57;-60;-57;-58;-58;-58;-58;-56;-56;-57;-55;-56;-56;-59;-61;-61;-55;-55;-55;-57;-57;-56;-56
119;370;90;AP1;-53;-53;-53;-52;-53;-53;-53;-52;-52;-52;-53;-56;-56;-56;-55;-57;-56;-56;-54;-54;-54;-53;-53;-53;-53;-54;-53;-53;-54;-54;-54;-54;-53;-53;-53;-53;-53;-53;-54;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-54;-54;-54;-55;-53;-53;-53;-54;-54;-54;-53;-53;-53;-53;-53;-54;-53;-53;-55;-55;-56;-56;-55;-55;-52;-52;-56;-54;-55;-55;-54;-54;-52;-52;-53;-53;-52;-52;-56;-55;-55;-55;-52;-52;-53;-53;-53;-53
119;370;90;AP2;-63;-64;-64;-63;-62;-62;-62;-63;-63;-62;-62;-62;-62;-62;-62;-66;-66;-4,12;-66;-66;-66;-64;-64;-64;-64;-58;-58;-58;-64;-63;-64;-64;-64;-63;-63;-63;-63;-63;-63;-63;-63;-63;-63;-63;-63;-63;-63;-63;-63;-63;-63;-62;-63;-64;-64;-62;-62;-62;-63;-63;-63;-63;-61;-63;-63;-63;-63;-64;-64;-63;-64;-64;-64;-64;-64;-62;-62;-63;-63;-63;-63;-64;-64;-64;-64;-63;-63;-63;-63;-63;-63;-66;-66;-66;-62;-63;-63;-63;-59;-59
120;390;90;AP0;-61;-61;-59;-59;-58;-58;-62;-59;-59;-60;-60;-60;-60;-60;-58;-58;-59;-59;-59;-59;-60;-60;-60;-58;-59;-58;-58;-58;-58;-58;-58;-58;-58;-60;-60;-60;-58;-58;-59;-58;-59;-59;-59;-59;-61;-59;-61;-61;-61;-62;-62;-62;-62;-62;-58;-57;-57;-60;-60;-60;-59;-59;-59;-59;-64;-64;-59;-62;-62;-61;-61;-61;-61;-59;-59;-58;-59;-59;-59;-60;-60;-60;-60;-60;-59;-59;-59;-60;-60;-60;-60;-60;-60;-60;-60;-60;-60;-60;-60;-60
120;390;90;AP1;-57;-56;-55;-57;-57;-57;-60;-57;-55;-57;-57;-55;-56;-56;-56;-56;-56;-58;-55;-56;-56;-55;-55;-56;-56;-56;-56;-56;-56;-56;-56;-57;-56;-55;-57;-57;-56;-56;-57;-55;-55;-55;-56;-56;-55;-57;-57;-60;-60;-59;-59;-59;-59;-57;-54;-56;-56;-59;-59;-57;-58;-58;-58;-58;-61;-61;-61;-61;-61;-58;-58;-58;-58;-58;-57;-57;-56;-56;-56;-57;-57;-54;-57;-58;-58;-58;-58;-58;-58;-58;-57;-58;-56;-56;-56;-56;-56;-56;-58;-58
120;390;90;AP2;-64;-64;-64;-64;-63;-66;-66;-65;-64;-63;-64;-63;-65;-65;-65;-64;-64;-64;-65;-65;-65;-63;-63;-64;-65;-64;-64;-64;-64;-64;-63;-64;-64;-64;-64;-64;-63;-63;-63;-63;-64;-64;-63;-63;-65;-65;-66;-66;-66;-66;-66;-66;-63;-63;-63;-63;-63;-64;-65;-65;-65;-65;-65;-66;-69;-69;-69;-64;-64;-64;-67;-66;-67;-65;-66;-66;-66;-65;-66;-66;-66;-66;-65;-65;-65;-65;-66;-66;-66;-66;-65;-65;-65;-65;-65;-66;-66;-65;-65;-65
121;10;70;AP0;-54;-54;-54;-54;-55;-55;-54;-53;-51;-51;-51;-51;-51;-51;-51;-50;-50;-51;-50;-50;-50;-54;-53;-53;-53;-53;-53;-53;-52;-52;-52;-54;-53;-54;-54;-54;-53;-53;-54;-54;-54;-54;-54;-53;-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-52;-52;-52;-52;-54;-54;-54;-53;-54;-54;-53;-53;-53;-3,31;-50;-50;-50;-50;-50;-50;-51;-51;-51;-51;-51;-51;-51;-53;-53;-54;-54;-54;-53;-53;-53;-54;-54;-53;-53;-53;-53;-53;-54;-54;-53;-53
121;10;70;AP1;-68;-68;-68;-68;-70;-70;-70;-68;-66;-66;-65;-65;-67;-67;-67;-64;-65;-65;-67;-67;-67;-68;-68;-68;-68;-67;-67;-69;-69;-68;-68;-67;-67;-66;-66;-67;-72;-70;-70;-70;-68;-71;-71;-70;-70;-70;-70;-72;-70;-70;-67;-67;-72;-69;-69;-69;-69;-69;-68;-68;-67;-72;-69;-69;-69;-69;-69;-69;-69;-69;-66;-66;-65;-66;-68;-65;-65;-65;-65;-67;-67;-68;-68;-68;-68;-71;-71;-71;-71;-70;-70;-70;-70;-68;-68;-68;-68;-67;-67;-67
121;10;70;AP2;-67;-67;-67;-65;-68;-67;-67;-67;-67;-66;-66;-66;-66;-64;-64;-64;-64;-64;-64;-64;-64;-69;-66;-66;-66;-66;-67;-67;-67;-67;-68;-68;-66;-66;-68;-68;-68;-68;-68;-62;-65;-65;-65;-65;-69;-69;-69;-65;-67;-66;-66;-66;-66;-65;-66;-67;-67;-65;-66;-65;-65;-68;-68;-66;-66;-66;-66;-63;-63;-63;-63;-65;-63;-63;-62;-62;-63;-63;-64;-64;-63;-64;-63;-63;-66;-66;-64;-65;-65;-65;-65;-65;-66;-66;-67;-67;-67;-67;-64;-65
122;30;70;AP0;-56;-56;-54;-54;-54;-54;-55;-55;-53;-53;-54;-55;-55;-55;-55;-54;-54;-55;-53;-53;-54;-54;-54;-54;-53;-53;-55;-54;-52;-52;-52;-53;-54;-54;-54;-54;-54;-54;-54;-55;-55;-54;-54;-53;-53;-54;-55;-55;-54;-54;-53;-54;-54;-55;-55;-55;-53;-53;-53;-54;-54;-55;-54;-53;-56;-56;-53;-53;-53;-53;-53;-53;-55;-53;-53;-54;-54;-55;-55;-55;-54;-54;-54;-55;-55;-55;-54;-55;-55;-54;-54;-54;-55;-55;-53;-54;-54;-54;-54;-52
122;30;70;AP1;-64;-64;-61;-61;-61;-61;-60;-60;-61;-61;-61;-61;-61;-59;-60;-60;-60;-61;-61;-63;-63;-63;-62;-62;-62;-62;-63;-62;-62;-62;-62;-62;-62;-62;-61;-60;-60;-60;-61;-62;-62;-60;-60;-60;-60;-60;-63;-63;-63;-61;-61;-60;-59;-61;-61;-60;-60;-59;-59;-60;-60;-61;-61;-60;-60;-61;-62;-62;-62;-60;-59;-59;-61;-60;-60;-62;-61;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-61;-60;-60;-61;-60;-60;-61;-61;-60;-60;-60
122;30;70;AP2;-69;-69;-69;-69;-69;-69;-69;-69;-69;-68;-68;-69;-69;-70;-70;-70;-69;-69;-69;-66;-65;-65;-65;-65;-68;-67;-67;-63;-68;-67;-69;-69;-69;-70;-66;-66;-65;-65;-66;-65;-66;-66;-66;-66;-65;-65;-65;-65;-67;-69;-65;-65;-65;-66;-66;-66;-62;-62;-62;-68;-69;-69;-67;-67;-67;-70;-70;-68;-68;-68;-66;-66;-67;-67;-66;-66;-71;-71;-69;-69;-69;-69;-69;-69;-69;-69;-69;-69;-69;-69;-69;-69;-68;-68;-68;-68;-68;-68;-68;-68
123;50;70;AP0;-56;-55;-57;-56;-55;-55;-59;-61;-59;-59;-60;-60;-59;-59;-57;-57;-57;-59;-59;-59;-59;-59;-58;-58;-57;-57;-57;-56;-57;-57;-57;-59;-59;-61;-61;-59;-59;-59;-59;-59;-58;-59;-58;-58;-61;-60;-59;-59;-59;-59;-57;-57;-57;-57;-57;-57;-57;-57;-57;-57;-57;-56;-56;-57;-57;-57;-58;-57;-57;-57;-57;-57;-56;-58;-56;-56;-57;-57;-59;-57;-57;-57;-57;-57;-57;-57;-57;-57;-58;-56;-58;-58;-64;-56;-56;-58;-58;-57;-57;-59
123;50;70;AP1;-62;-65;-61;-63;-63;-63;-63;-66;-68;-68;-68;-68;-68;-68;-61;-61;-61;-61;-70;-70;-68;-68;-68;-68;-66;-66;-66;-66;-66;-66;-66;-66;-68;-66;-66;-66;-66;-69;-69;-68;-68;-68;-68;-67;-67;-67;-67;-67;-68;-68;-66;-66;-66;-65;-65;-64;-64;-65;-65;-65;-65;-64;-64;-64;-64;-65;-64;-65;-65;-66;-66;-65;-65;-64;-64;-64;-64;-65;-66;-65;-64;-64;-64;-66;-65;-65;-59;-65;-66;-66;-66;-66;-66;-66;-65;-65;-64;-64;-64;-61
123;50;70;AP2;-66;-64;-64;-66;-65;-68;-69;-69;-70;-70;-68;-66;-66;-4,19;-66;-63;-63;-67;-67;-66;-66;-65;-65;-64;-64;-63;-63;-63;-66;-64;-64;-66;-65;-65;-65;-65;-66;-66;-66;-66;-66;-66;-65;-65;-65;-65;-65;-66;-66;-63;-63;-63;-63;-63;-63;-63;-65;-64;-64;-63;-63;-63;-67;-64;-64;-64;-64;-63;-66;-66;-66;-64;-68;-68;-65;-65;-64;-64;-64;-64;-64;-65;-65;-64;-64;-64;-61;-63;-63;-64;-64;-64;-64;-66;-66;-63;-63;-63;-65;-67
124;70;70;AP0;-56;-57;-57;-57;-56;-57;-57;-57;-57;-57;-57;-56;-55;-57;-57;-56;-55;-53;-53;-53;-53;-53;-53;-53;-54;-54;-54;-56;-55;-53;-53;-53;-53;-53;-53;-52;-54;-54;-54;-56;-56;-56;-56;-56;-58;-56;-56;-56;-56;-57;-57;-57;-57;-58;-58;-58;-58;-58;-58;-58;-54;-55;-55;-55;-53;-53;-55;-55;-55;-54;-54;-54;-54;-58;-58;-58;-53;-53;-54;-54;-54;-54;-53;-53;-53;-54;-54;-55;-55;-54;-54;-54;-53;-53;-53;-54;-55;-55;-56;-56
124;70;70;AP1;-59;-57;-58;-59;-57;-57;-59;-59;-59;-57;-58;-57;-57;-58;-58;-57;-57;-54;-54;-54;-55;-55;-56;-56;-55;-55;-55;-58;-58;-56;-55;-57;-57;-54;-54;-55;-56;-56;-56;-56;-56;-56;-56;-56;-57;-57;-57;-58;-58;-58;-58;-58;-57;-60;-60;-60;-60;-60;-60;-59;-59;-56;-56;-56;-55;-55;-56;-55;-56;-57;-57;-57;-57;-58;-59;-59;-55;-55;-56;-56;-56;-56;-55;-55;-56;-56;-56;-56;-56;-55;-55;-55;-56;-56;-56;-56;-56;-56;-56;-56
124;70;70;AP2;-61;-62;-62;-62;-64;-64;-61;-60;-60;-60;-60;-60;-60;-60;-63;-63;-59;-59;-62;-62;-58;-58;-58;-61;-61;-61;-61;-61;-59;-59;-59;-59;-59;-62;-60;-60;-60;-60;-60;-62;-62;-62;-61;-61;-61;-61;-61;-62;-61;-61;-61;-61;-62;-62;-62;-63;-64;-64;-64;-64;-60;-59;-62;-62;-60;-60;-61;-61;-61;-60;-60;-60;-60;-62;-63;-60;-60;-60;-60;-59;-59;-60;-60;-60;-60;-60;-60;-61;-61;-60;-59;-59;-59;-60;-60;-60;-60;-60;-60;-61
125;90;70;AP0;-56;-56;-57;-56;-58;-58;-56;-56;-57;-57;-58;-58;-58;-57;-57;-57;-57;-57;-59;-56;-56;-57;-57;-58;-58;-57;-57;-56;-56;-57;-57;-56;-55;-56;-56;-56;-55;-55;-54;-54;-53;-53;-52;-52;-53;-52;-53;-53;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-53;-53;-53;-52;-53;-53;-53;-53;-52;-52;-54;-54;-53;-53;-53;-53;-53;-51;-54;-54;-53;-53;-54;-53;-53;-53;-53;-53;-53;-54;-54;-53;-54;-53;-53;-53;-53;-53;-52;-52;-52
125;90;70;AP1;-56;-56;-55;-55;-56;-56;-56;-56;-55;-55;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-55;-56;-56;-56;-55;-56;-56;-56;-56;-57;-56;-56;-57;-57;-57;-57;-57;-55;-55;-55;-55;-55;-54;-56;-56;-56;-56;-56;-55;-56;-56;-55;-55;-54;-54;-56;-56;-56;-56;-56;-55;-55;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-57;-57;-55;-56;-56;-55;-55;-56;-56;-56;-58;-58;-55;-57;-57;-57;-57;-57;-57;-57;-57;-56;-56;-56;-56;-56
125;90;70;AP2;-59;-60;-60;-60;-60;-60;-59;-59;-59;-58;-58;-60;-60;-57;-58;-59;-60;-60;-60;-60;-61;-61;-58;-58;-58;-58;-58;-58;-60;-60;-58;-58;-58;-59;-59;-59;-60;-59;-60;-60;-60;-62;-62;-64;-64;-62;-62;-62;-62;-62;-62;-63;-63;-62;-62;-62;-61;-60;-60;-60;-60;-60;-61;-59;-58;-58;-59;-59;-59;-58;-58;-59;-59;-59;-57;-57;-58;-58;-58;-58;-58;-58;-58;-58;-60;-60;-59;-61;-59;-58;-58;-59;-60;-59;-59;-58;-58;-58;-58;-58
126;110;70;AP0;-52;-51;-51;-51;-51;-53;-55;-55;-54;-55;-55;-55;-52;-52;-52;-52;-50;-50;-52;-52;-51;-52;-51;-51;-51;-51;-53;-52;-52;-55;-55;-54;-54;-53;-51;-53;-53;-53;-53;-52;-52;-52;-50;-52;-52;-54;-54;-52;-53;-53;-53;-52;-52;-52;-52;-52;-52;-53;-53;-52;-52;-52;-52;-52;-52;-51;-51;-51;-52;-52;-52;-52;-54;-55;-54;-55;-55;-52;-52;-51;-51;-52;-54;-51;-49;-49;-51;-51;-51;-51;-51;-51;-51;-51;-52;-51;-51;-53;-53;-52
126;110;70;AP1;-65;-65;-65;-69;-69;-69;-69;-69;-69;-70;-63;-63;-63;-63;-63;-63;-63;-63;-67;-67;-67;-65;-65;-67;-67;-67;-67;-64;-72;-72;-72;-72;-72;-67;-60;-60;-60;-60;-60;-69;-69;-70;-70;-70;-70;-67;-67;-67;-67;-66;-66;-66;-66;-66;-66;-65;-65;-65;-69;-67;-67;-65;-65;-65;-65;-69;-69;-69;-70;-69;-69;-69;-69;-69;-69;-67;-67;-65;-65;-65;-65;-65;-65;-65;-63;-63;-63;-67;-67;-67;-67;-67;-67;-67;-67;-69;-69;-69;-67;-67
126;110;70;AP2;-62;-59;-59;-59;-59;-60;-60;-62;-61;-61;-60;-61;-61;-61;-61;-62;-62;-62;-62;-61;-61;-60;-59;-59;-60;-3,75;-59;-59;-58;-58;-63;-63;-59;-59;-59;-61;-61;-61;-61;-61;-60;-60;-61;-61;-61;-60;-62;-62;-63;-63;-60;-59;-59;-59;-58;-58;-58;-58;-61;-61;-59;-59;-58;-58;-59;-59;-59;-59;-59;-59;-58;-58;-58;-58;-58;-60;-58;-56;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-60;-58;-58;-58;-59;-59;-58;-58;-59;-58;-58
127;130;70;AP0;-51;-51;-51;-53;-53;-51;-51;-51;-51;-51;-51;-51;-51;-50;-50;-51;-51;-51;-51;-52;-65;-65;-53;-53;-51;-51;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-51;-52;-52;-52;-52;-52;-52;-52;-52;-51;-52;-52;-51;-51;-51;-51;-51;-51;-52;-52;-52;-52;-52;-52;-51;-52;-51;-52;-51;-51;-51;-52;-52;-52;-52;-52;-52;-51;-53;-53;-51;-51;-52;-52;-53;-53;-53;-53;-52;-52;-52;-52;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51
127;130;70;AP1;-67;-67;-69;-69;-69;-61;-61;-68;-68;-68;-68;-68;-68;-68;-68;-68;-68;-65;-65;-71;-70;-70;-70;-70;-70;-70;-70;-70;-67;-67;-60;-60;-64;-64;-67;-67;-63;-69;-69;-69;-69;-69;-69;-68;-68;-67;-63;-63;-62;-62;-66;-66;-66;-66;-63;-63;-63;-63;-69;-69;-68;-68;-65;-65;-65;-65;-70;-70;-70;-70;-70;-70;-70;-70;-65;-65;-65;-65;-65;-65;-65;-65;-74;-74;-73;-73;-75;-75;-71;-71;-71;-71;-71;-71;-71;-69;-70;-70;-70;-70
127;130;70;AP2;-53;-53;-53;-53;-52;-53;-53;-53;-52;-52;-53;-53;-53;-53;-53;-53;-53;-53;-54;-54;-54;-52;-54;-54;-52;-52;-55;-208;-53;-53;-53;-53;-53;-52;-52;-54;-52;-54;-54;-52;-52;-52;-52;-53;-53;-52;-53;-52;-52;-53;-52;-53;-53;-53;-53;-54;-54;-52;-52;-52;-52;-52;-52;-53;-53;-54;-54;-53;-53;-54;-54;-53;-53;-54;-54;-55;-52;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-52;-52;-52;-52;-52;-52;-53;-53
128;150;70;AP0;-48;-48;-48;-49;-49;-49;-50;-50;-49;-50;-49;-49;-50;-49;-49;-49;-51;-52;-51;-51;-51;-51;-51;-51;-52;-52;-52;-52;-49;-49;-51;-51;-49;-49;-50;-50;-49;-49;-49;-49;-54;-52;-52;-52;-50;-50;-50;-48;-50;-50;-50;-50;-50;-50;-50;-50;-51;-51;-50;-50;-51;-51;-50;-50;-50;-50;-50;-50;-50;-50;-50;-50;-50;-50;-50;-50;-49;-49;-49;-49;-50;-50;-50;-50;-50;-50;-49;-49;-49;-49;-50;-51;-50;-50;-50;-49;-50;-50;-50;-50
128;150;70;AP1;-60;-59;-59;-59;-59;-63;-62;-62;-62;-63;-63;-55;-60;-61;-61;-61;-64;-67;-66;-66;-64;-66;-66;-65;-65;-65;-65;-66;-64;-64;-64;-63;-61;-61;-61;-61;-62;-61;-63;-63;-63;-63;-65;-65;-63;-63;-63;-64;-62;-62;-65;-65;-63;-63;-62;-62;-61;-64;-63;-63;-62;-62;-64;-64;-64;-64;-64;-64;-60;-60;-61;-61;-61;-61;-63;-63;-64;-64;-64;-63;-64;-64;-62;-62;-62;-62;-61;-61;-61;-61;-62;-63;-62;-62;-62;-63;-63;-63;-61;-61
128;150;70;AP2;-54;-54;-55;-55;-55;-55;-55;-55;-54;-54;-53;-53;-53;-53;-54;-57;-57;-56;-56;-56;-57;-57;-55;-55;-55;-56;-56;-56;-56;-56;-54;-54;-54;-54;-54;-55;-55;-55;-55;-59;-59;-57;-57;-55;-56;-55;-55;-55;-55;-55;-54;-54;-54;-54;-55;-54;-55;-55;-55;-54;-53;-54;-54;-54;-54;-55;-55;-55;-54;-55;-54;-54;-55;-54;-54;-55;-55;-55;-55;-53;-53;-54;-54;-53;-53;-54;-54;-54;-54;-55;-55;-54;-54;-54;-54;-54;-54;-54;-54;-55
129;170;70;AP0;-59;-57;-58;-59;-59;-59;-59;-55;-55;-57;-57;-57;-57;-58;-58;-56;-56;-56;-56;-56;-58;-58;-56;-56;-58;-58;-58;-58;-58;-58;-58;-53;-57;-57;-54;-56;-56;-58;-58;-57;-57;-61;-61;-61;-61;-56;-56;-57;-56;-57;-57;-56;-56;-56;-57;-57;-56;-57;-57;-58;-58;-57;-57;-57;-56;-55;-55;-56;-55;-55;-57;-57;-56;-57;-57;-57;-57;-57;-58;-58;-58;-56;-59;-59;-60;-60;-57;-57;-58;-58;-58;-58;-58;-58;-57;-57;-58;-54;-57;-57
129;170;70;AP1;-58;-56;-57;-57;-57;-57;-57;-54;-54;-56;-58;-57;-57;-57;-55;-56;-56;-58;-58;-58;-56;-56;-55;-55;-56;-56;-56;-56;-57;-57;-56;-56;-55;-55;-58;-57;-57;-57;-58;-56;-56;-59;-59;-56;-58;-57;-57;-57;-57;-56;-56;-56;-57;-57;-57;-58;-58;-56;-56;-62;-58;-55;-55;-55;-55;-57;-57;-56;-57;-55;-55;-56;-58;-58;-57;-57;-52;-56;-58;-57;-57;-57;-57;-55;-59;-59;-59;-56;-57;-57;-57;-57;-57;-57;-57;-56;-57;-57;-58;-58
129;170;70;AP2;-52;-52;-52;-52;-52;-52;-52;-52;-53;-53;-53;-53;-51;-51;-52;-52;-52;-53;-52;-52;-3,25;-52;-52;-51;-53;-53;-53;-53;-53;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-55;-53;-52;-52;-52;-53;-53;-53;-53;-53;-53;-51;-51;-52;-51;-51;-51;-53;-57;-53;-53;-53;-53;-53;-53;-53;-53;-51;-53;-52;-53;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-55;-56;-55;-55;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53
130;190;70;AP0;-60;-58;-58;-58;-57;-57;-58;-60;-60;-60;-58;-59;-60;-59;-59;-60;-60;-60;-60;-60;-59;-59;-58;-58;-59;-58;-58;-58;-58;-58;-59;-59;-59;-59;-60;-60;-59;-61;-61;-59;-59;-59;-58;-58;-59;-58;-60;-60;-60;-60;-58;-58;-58;-57;-57;-58;-58;-59;-59;-59;-59;-59;-60;-60;-58;-58;-58;-58;-58;-58;-59;-59;-62;-62;-60;-63;-61;-61;-62;-62;-62;-62;-62;-63;-62;-62;-61;-59;-61;-61;-59;-59;-61;-59;-59;-59;-61;-62;-61;-61
130;190;70;AP1;-65;-67;-63;-67;-65;-65;-64;-66;-66;-66;-68;-73;-73;-68;-68;-64;-64;-64;-65;-64;-64;-64;-64;-66;-66;-66;-66;-66;-66;-66;-63;-63;-65;-66;-65;-65;-68;-68;-68;-67;-66;-66;-63;-63;-63;-66;-67;-67;-67;-66;-65;-66;-66;-66;-66;-65;-65;-66;-66;-66;-66;-66;-63;-63;-63;-63;-62;-62;-62;-62;-62;-64;-64;-64;-64;-64;-65;-65;-65;-65;-67;-68;-66;-66;-66;-68;-65;-62;-63;-63;-64;-63;-60;-62;-62;-62;-62;-63;-63;-63
130;190;70;AP2;-52;-52;-52;-52;-52;-53;-53;-51;-51;-51;-51;-51;-51;-51;-51;-52;-52;-53;-52;-52;-52;-52;-51;-51;-51;-51;-51;-52;-52;-53;-53;-53;-53;-52;-52;-52;-52;-51;-51;-53;-53;-50;-54;-52;-52;-52;-52;-51;-51;-51;-51;-51;-52;-52;-53;-53;-51;-52;-52;-52;-54;-54;-53;-53;-51;-51;-51;-51;-51;-54;-55;-55;-56;-56;-56;-55;-55;-54;-54;-53;-55;-55;-55;-55;-53;-55;-54;-54;-54;-54;-51;-51;-51;-52;-51;-50;-52;-52;-52;-52
131;210;70;AP0;-53;-52;-53;-54;-52;-52;-52;-52;-54;-52;-52;-52;-52;-53;-53;-54;-54;-54;-53;-52;-52;-54;-54;-54;-53;-53;-53;-53;-53;-52;-53;-52;-52;-52;-54;-54;-53;-53;-52;-52;-52;-52;-53;-53;-53;-53;-52;-52;-52;-52;-52;-52;-52;-52;-53;-53;-53;-53;-53;-53;-53;-54;-53;-53;-53;-52;-52;-53;-53;-53;-52;-54;-54;-52;-53;-53;-53;-53;-52;-52;-53;-53;-53;-53;-52;-52;-53;-53;-53;-54;-52;-53;-53;-53;-52;-52;-53;-53;-53;-53
131;210;70;AP1;-60;-57;-57;-58;-58;-57;-57;-57;-57;-58;-58;-58;-57;-57;-57;-58;-58;-58;-56;-58;-58;-59;-59;-59;-57;-57;-57;-56;-57;-57;-57;-58;-58;-58;-56;-58;-56;-56;-56;-56;-57;-57;-56;-56;-57;-57;-58;-57;-57;-57;-56;-56;-57;-57;-57;-57;-57;-58;-57;-58;-58;-58;-56;-56;-58;-56;-56;-56;-56;-56;-57;-57;-57;-56;-56;-56;-57;-57;-58;-58;-57;-57;-58;-57;-57;-58;-57;-57;-57;-58;-58;-58;-58;-58;-56;-56;-57;-57;-57;-57
131;210;70;AP2;-52;-53;-53;-52;-53;-53;-53;-53;-53;-54;-53;-53;-53;-53;-54;-54;-53;-53;-53;-53;-53;-53;-53;-53;-52;-52;-52;-52;-71;-55;-54;-54;-53;-53;-51;-51;-51;-53;-52;-52;-52;-53;-52;-52;-52;-52;-52;-53;-52;-52;-52;-53;-51;-52;-53;-53;-54;-51;-53;-53;-53;-53;-53;-53;-52;-52;-53;-52;-54;-54;-52;-52;-52;-52;-52;-53;-53;-54;-54;-53;-53;-52;-52;-52;-52;-53;-53;-53;-53;-52;-52;-52;-52;-53;-52;-51;-54;-54;-54;-51
132;230;70;AP0;-52;-52;-52;-53;-53;-55;-55;-54;-52;-52;-52;-52;-53;-52;-51;-52;-52;-53;-53;-53;-53;-53;-52;-52;-52;-52;-52;-52;-52;-52;-53;-53;-53;-53;-54;-52;-52;-52;-52;-52;-52;-53;-52;-52;-52;-52;-53;-53;-53;-53;-53;-53;-52;-52;-53;-53;-53;-53;-52;-52;-53;-53;-52;-53;-53;-53;-53;-53;-53;-52;-52;-52;-52;-52;-51;-53;-53;-53;-52;-52;-52;-52;-52;-54;-54;-55;-55;-55;-54;-54;-54;-54;-54;-54;-54;-54;-55;-54;-55;-53
